Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT
LES MAGNOLIAS EHPAD,6212,,Celine LUCION,EHPAD,Grand Nord-Est,03 89 27 04 06,"1, rue Clémenceau",68920,WINTZENHEIM,-
LES MAGNOLIAS EHPAD,9672,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 58 47 64 64,30 Impasse Bellevue,40150,SOORTS HOSSEGOR,-
LES MELEZES COLISEE,13173,COLISEE,Celine LUCION,EHPAD,Grand Nord-Est,03 29 45 50 60,,55000,BAR LE DUC,-
LES MOULINS EHPAD,6272,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 75 00 01,3 Avenue de Saint Paul,81700,PUYLAURENS,-
LES OCRIERES EHPAD,2386,,Herve QUELO,EHPAD,Centre Auvergne,03 86 39 75 13,12 rue du Faubourg Neuf,58310,ST AMAND EN PUISAYE,-
LES PATIOS DE ST JEAN EHPAD,13134,,Dorian SANCHEZ,EHPAD,Sud-Est,04 86 91 72 10,596 CHEMIN DE ST JEAN,13530,TRETS,-
LES PERCE NEIGE EHPAD,16719,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 33 41 44,1 RUE DE LAUTERECKEN,21540,SOMBERNON,-
LES PINS EHPAD,6879,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 44 73 00,Place du Fronton,64990,ST PIERRE D'IRUBE,-
LES PLEIADES EHPAD LNA,0281,Le Noble Âge,Dorian SANCHEZ,EHPAD,Sud-Est,04 98 00 59 10,"192, rue de la Reine Jeanne",83200,TOULON,-
LES POMMIERS RESIDENCE,14834,,Niels COLLEU,EHPAD,Normandie,02 33 56 08 50,3 Rue des sabotiers,50750,DANGY,-
LES PYRENEES EHPAD,0647,ASSOCIATION CHEMINS D'ESPERANCE,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 27 33 80,"24, Rue Montpensier",64000,PAU,-
LES QUIETUDES EHPAD,1641,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 82 14 00,Rue de la Rode,81440,LAUTREC,-
LES RESIDENCES DU THOUET EHPAD,4565,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 64 70 68,8Bis rue Pierre LAILLE,79600,AIRVAULT,-
LES RIVES DE L'AUXENCE EHPAD,16182,,Aurore Auffret,EHPAD,Bretagne,02 40 09 16 16,181 RUE CAPITAINE ETIENNE,44370,BELLIGNE,-
LES ROMARINS EHPAD,9275,,Dorian SANCHEZ,EHPAD,Sud-Est,04 68 11 10 30,8 AVENUE RAYMOND COURRIERE B,11610,PENNAUTIER,-
LES ROUSSELIERES EHPAD TITAN,6585,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 86 51 99,27 Avenue des Acacias,86450,PLEUMARTIN,-
LES SERPOLETS EHPAD,5739,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 62 22 83 24,462 route de Saint-Sauveur,31620,CEPET,-
LES TAMARIS EHPAD EMEIS,17849,EMEIS (ANCIEN ORPEA),Dorian SANCHEZ,EHPAD,Sud-Est,04 75 41 03 11,136 PONT FREDERIC MISTRAL,07500,GUILHERAND,-
LES TAMARIS EHPAD KORIAN,5274,KORIAN,Dorian SANCHEZ,EHPAD,Sud-Est,04 99 41 35 00,32 BD DU GENERAL DE GAULLE,34410,SERIGNAN,-
LES TERRASSES DU CAROUX EHPAD,5306,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 30 83 08,RUE ST SERNIN,34490,CORNEILHAN,-
LES TERRASSES DU SUZON EHPAD,16673,EMEIS (ANCIEN ORPEA),Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 35 27 00,14 rue des Alisiers,21380,MESSIGNY ET VANTOUX,-
LES TILLEULS EHPAD,5494,,Herve QUELO,EHPAD,Centre Auvergne,04 77 35 42 59,"21, rue du 19 Mars 1962",43110,AUREC SUR LOIRE,-
LES TILLEULS RESIDENCE EHPAD,8566,CCAS,Laurent DURIEUX,EHPAD,Val de Loire,05 49 43 46 66,1 RUE DES ALOUETTES,86370,VIVONNE,-
LES TONNELLES EHPAD,16582,ARPAVIE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 71 09 66,19 Rue de Meursault,21800,CHEVIGNY ST SAUVEUR,-
LES TOURELLES EHPAD,8993,RESIDENCE MUTUALITE FRANCAISE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 81 65 51 00,13 rue du 7 Septembre 1944,25430,SANCEY LE GRAND,-
LES TOURELLES RESIDENCE,6732,UNIVI,Dorian SANCHEZ,EHPAD,Sud-Est,04 93 64 70 00,3 avenue des Jasmins,06220,VALLAURIS,-
LES VERCELLES RESIDENCE - VERCEL,10426,RESIDENCE MUTUALITE FRANCAISE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 81 48 23 00,10 rue de la Fontaine,25530,VERCEL VILLEDIEU LE CAMP,-
LES VIGNES EHPAD,4032,,Herve QUELO,EHPAD,Centre Auvergne,04 70 48 15 00,CINQ RUE DES CINQ NOYERS,03290,DOMPIERRE SUR BESBRE,-
LES VILLAS TERRAIN FLEURY EHPAD,16106,Fondation Père Favron,Export,EHPAD,Dom-Tom,,1 RUE DU CHATEAU,97418,LE TAMPON,-
LO SOLELH EHPAD KORIAN,5171,KORIAN,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 35 61 61,46 AV ENSEIGNE ALBERTINI,34500,BEZIERS,X
LOU CASTELLAS EHPAD MFGS,5383,RESIDENCE MUTUALITE FRANCAISE,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 09 86 74,8 AV DE LA PRADE,34620,PUISSERGUIER,-
LOU CIGALOU EHPAD,8128,,Dorian SANCHEZ,EHPAD,Sud-Est,04 92 30 03 47,48 CHEMIN DU VALLON,04190,LES MEES,-
LOU PAIS RESIDENCE EHPAD,1856,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 62 31 96 09,3 impasse Madeleine Bres,65700,CASTELNAU RIVIERE BASSE,-
LOUIS BRAILLE EHPAD,6867,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 57 74 81 44,2 avenue d'Izon,33870,VAYRES,-
LOUIS FONOLL EHPAD CROIX ROUGE FRANCAISE,5304,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 26 51 40,CHEMIN SAINT EULALIE,34440,NISSAN LEZ ENSERUNE,-
LOUISE MIGNOT RESIDENCE,4935,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 60 12 03,"39, Rue du Coin D'Armont",39150,ST LAURENT EN GRANDVAUX,-
LUCIE AUBRAC EHPAD,2833,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 85 59 44 45,"12, rue de l'hopital",71250,SALORNAY SUR GUYE,-
LUMIERE ET PAIX (CHATEAU SIHOL),4952,,Dorian SANCHEZ,EHPAD,Sud-Est,04 66 62 79 79,66 IMPASSE DU CHATEAU SILHOL,30000,NIMES,-
M.G.E.N EHPAD,2783,MGEN,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 26 78 00,2000 avenue du littoral,83270,ST CYR SUR MER,-
MA DEMEURE EHPAD,4939,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 72 91 25 00,"14, rue Maurice Flandin",69003,LYON 03,-
MAISON DE CLEUNAY,4690,CCAS,Aurore Auffret,EHPAD,Bretagne,02 99 65 25 30,70 RUE FERDINAND DE LESSEPS,35000,RENNES,-
MAISON DE FAMILLE BOURGOGNE EHPAD,1091,MAISON DE FAMILLE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 85 86 68 00,Route de Toulon,71190,ETANG SUR ARROUX,-
MAISON DE LA COMBE SAINT VICTOR,3888,COLISEE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 47 39 61,Rue de la Combe au métier,21800,NEUILLY LES DIJON,-
MAISON DE RETRAITE ALBERT JEAN,9704,,Celine LUCION,EHPAD,Grand Nord-Est,02 35 85 31 34,Rue du Val Midrac,76810,LUNERAY,-
MAISON DE RETRAITE AUMALE,13660,,Celine LUCION,EHPAD,Grand Nord-Est,02 32 97 52 30,3 rue soeur Baiou,76390,AUMALE,-
MAISON DE RETRAITE BETANIE,12397,,Laurent DURIEUX,EHPAD,Val de Loire,,3 Rue Combattants en Afrique du Nord,36180,PELLEVOISIN,-
MAISON DE RETRAITE BETHESDA,4491,,Celine LUCION,EHPAD,Grand Nord-Est,03 89 77 92 50,20 rue du Générale de Lattre de Tassigny,68140,MUNSTER,-
Maison de retraite delante,0878,,Laurent DURIEUX,EHPAD,Val de Loire,02 43 52 12 58,"1, Rue de l'Hospice",72110,NOGENT LE BERNARD,-
MAISON DE RETRAITE DES CHENES,2758,,Dorian SANCHEZ,EHPAD,Sud-Est,04 93 24 90 17,439 promenade Ste Pétronille,06640,ST JEANNET,-
MAISON DE RETRAITE DES FASSOLES,4436,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 53 20 00,"20, RUE DES FASSOLES",21240,TALANT,-
MAISON DE RETRAITE DES FRERES,4035,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 49 59 00,C.R 123 Fonseranes,34500,BEZIERS,-
MAISON DE RETRAITE DES TAMISIERS,3002,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 42 31 00,Rue Tamisiers,86360,MONTAMISE,-
MAISON DE RETRAITE DU MANOIR,17405,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 98 33 00,24 RUE REUCHIN,67150,GERSTHEIM,-
MAISON DE RETRAITE ECCLESIASTIQUE - VANNOZ,9456,HABITAT & HUMANISME SOIN,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 52 10 25,rue du Chateau,39300,VANNOZ,-
MAISON DE RETRAITE GAETAN HERVE,3539,CCAS,Aurore Auffret,EHPAD,Bretagne,02 23 30 02 27,38 boulevard Oscar Leroux,35000,RENNES,-
MAISON DE RETRAITE L'HORIZON,0300,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 62 00 93 10,Chateau de la Mirandière,31210,LE CUING,-
MAISON DE RETRAITE LA PROVIDENCE (CF COMMANDE 14837),1971,,Aurore Auffret,EHPAD,Bretagne,02 40 64 23 23,17 route de Chéméré,44640,ROUANS,-
MAISON DE RETRAITE LA ROSELIERE,4644,,Aurore Auffret,EHPAD,Bretagne,02 40 32 72 72,Avenue du lac,44860,PONT ST MARTIN,-
MAISON DE RETRAITE LE CHATEAU DE VALENCE+++,1063,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 74 36 89 01,Rue du Docteur Boccart,01640,JUJURIEUX,-
MAISON DE RETRAITE LE DAUPHIN,4823,,Laurent DURIEUX,EHPAD,Val de Loire,02 47 91 20 20,2 RUE BOSSAY,37290,PREUILLY SUR CLAISE,-
MAISON DE RETRAITE LE DIACONAT,4476,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 63 21 37,2 Rue de l'Eglise,67240,BISCHWILLER,-
MAISON DE RETRAITE LE PARC FLEURI,16324,,Celine LUCION,EHPAD,Grand Nord-Est,0325218010,24 FAUBOURG SAINT MARTIN,10400,PONT SUR SEINE,-
MAISON DE RETRAITE LE ROUSSILLON,1648,,Herve QUELO,EHPAD,Centre Auvergne,05 55 49 20 00,2 allée Xavier Bichat,87000,LIMOGES,-
MAISON DE RETRAITE LES ACACIAS,4098,SOS,Celine LUCION,EHPAD,Grand Nord-Est,03 87 01 38 84,RUE DES ACACIAS,57590,DELME,-
MAISON DE RETRAITE LES FRENES,14582,,Laurent DURIEUX,EHPAD,Val de Loire,02 43 33 24 40,43 rue de Spilsby,72130,FRESNAY SUR SARTHE,-
MAISON DE RETRAITE LES JARDINS D'OLONNE,8900,Le Noble Âge,Laurent DURIEUX,EHPAD,Val de Loire,02 51 21 22 22,100 Rue Ernest Landrieau,85340,OLONNE SUR MER,-
MAISON DE RETRAITE LES PLATANES,4352,,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 55 83 23,Chemin de Saint-Anne,83990,ST TROPEZ,-
MAISON DE RETRAITE MEDICALISE HOSPITALOR LES CHARMES,3378,SOS,Celine LUCION,EHPAD,Grand Nord-Est,03 87 86 19 67,LES CHARMES,57340,MORHANGE,-
MAISON DE RETRAITE MEDICALISEE JULIE GSELL (HOSPITALOR),5220,SOS,Celine LUCION,EHPAD,Grand Nord-Est,03 88 63 25 72,"20, Rue du Moulin",67240,BISCHWILLER,-
MAISON DE RETRAITE PIERRETTE CARNOT,4487,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 21 70 64,"6, rue du Docteur Lavirotte",21340,NOLAY,-
MAISON DE RETRAITE PR JOSEPH DE LEOBARDY,1644,,Herve QUELO,EHPAD,Centre Auvergne,05 55 10 49 10,39 rue Emile Montégut,87000,LIMOGES,-
MAISON DE RETRAITE PR MARCEL FAURE,1649,,Herve QUELO,EHPAD,Centre Auvergne,05 55 37 65 15,15 rue Jean Pierre Vespieren,87000,LIMOGES,-
MAISON DE RETRAITE SAINT CHARLES DOMBASLE,10298,,Celine LUCION,EHPAD,Grand Nord-Est,03 83 48 21 54,30 Rue COLLOT,54110,DOMBASLE SUR MEURTHE,-
MAISON DE RETRAITE SAINT JOSEPH,3820,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 53 41 06,Chemin Sermet,81340,VALENCE D'ALBIGEOIS,-
MAISON DE RETRAITE SAINT PHILIBERT,4971,COS,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 45 91 10,"5, Rue Mouton",21000,DIJON,-
MAISON DE RETRAITE SAINT-JOSEPH,15129,,Celine LUCION,EHPAD,Grand Nord-Est,03 27 49 10 08,A/A de Madame Geneviève HERDHUIN,59530,LE QUESNOY,-
MAISON DE RETRAITE SAINT-PHILIPPE,1439,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 66 83 44,Village,09140,ERCE,-
MAISON DE RETRAITE SAINTE ANNE,4830,Hopital Saint Thomas de Villeneuve,Aurore Auffret,EHPAD,Bretagne,02 99 23 01 01,1 REU PRIEURE,35190,TINTENIAC,-
MAISON DE RETRAITE ST FRANCOIS D’ASSISE,2623,,Celine LUCION,EHPAD,Grand Nord-Est,03 83 81 15 08,"44, rue du Cardinal Mathieu",54700,PONT A MOUSSON,-
MAISON DE RETRAITE TY MEM BRO,0839,,Aurore Auffret,EHPAD,Bretagne,02 97 51 51 89,20 Rue de la Jouanne,56580,CREDIN,-
MAISON DE RETRAITE VICTOR BONAL,13993,,Celine LUCION,EHPAD,Grand Nord-Est,03 29 87 93 24,4 RUE DE LA FONTAINE,55240,BOULIGNY,-
MAISON DE RETRAITE VILLARS ACCUEIL,2087,,Herve QUELO,EHPAD,Centre Auvergne,04 70 46 31 21,22 rue Villars,03000,MOULINS,-
MAISON DE SANTE PROTESTANTE ALES,4485,,Dorian SANCHEZ,EHPAD,Sud-Est,04 66 43 12 18,5 impasse de la Chadenède,30100,ALES,-
MAISON DU PAYS DE VERGT EHPAD,12221,KORIAN,Laurent DURIEUX,EHPAD,Val de Loire,05 53 07 32 00,3 RUE JEAN MOULIN,24380,VERGT,-
MAISON JEANNE D'ARC EHPAD,12395,,Dorian SANCHEZ,EHPAD,Sud-Est,04 95 26 60 91,QUARTIER CHIESA,20160,VICO,-
MAISON L'HESPERIE EHPAD,3209,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 23 13 90,102 Avenue Kennedy,64200,BIARRITZ,-
MAISON SAINT CHARLES,1676,,Aurore Auffret,EHPAD,Bretagne,02 40 00 47 47,16 rue Saint Charles,44780,MISSILLAC,-
MAISON SAINT JOSEPH,16913,,Celine LUCION,EHPAD,Grand Nord-Est,03 26 26 18 18,1 TER RUE SAINT JOSEPH,51000,CHALONS EN CHAMPAGNE,-
MAISONNEES LE CAP BLANC,2457,EMERA,Herve QUELO,EHPAD,Centre Auvergne,04 71 45 28 00,"9, Montée de Limagne",15000,AURILLAC,-
MARC ROCHER EHPAD,1010,,Herve QUELO,EHPAD,Centre Auvergne,04 71 00 00 64,Quartier Benaud - Route de Bonneval,43160,LA CHAISE DIEU,-
MARCEL GUEY EHPAD - COMMANDE PAR REF 6698,4974,RESIDENCE MUTUALITE FRANCAISE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 81 48 22 00,2 rue de l'Eglise,25870,LES AUXONS,-
MARIAMA EHPAD,3409,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 74 03 00,Missions Père Cestac,64600,ANGLET,-
MARIE DURAND EHPAD,8081,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 57 87 02 61,174 avenue Emile Counord,33000,BORDEAUX,-
MARIE IMMACULEE EHPAD,5532,,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 71 57 93,484 avenue Basilique,12450,CALMONT,-
MARIE-LOUISE EHPAD ALZHEIMER-MULTI,11458,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 34 27 20 81,10 Rue Jean Dumont,31140,PECHBONNIEU,-
MARPA DE L'ANONNIERE,11870,,Laurent DURIEUX,EHPAD,Val de Loire,02 43 25 37 43,Impasse du Lac,72650,ST SATURNIN,-
MAS APAJH LES CHAUMES,16807,,Herve QUELO,EHPAD,Centre Auvergne,05 55 65 64 65,9 rue du docteur Turquet,23270,CLUGNAT,-
MAS D'ARON EHPAD,4899,,Herve QUELO,EHPAD,Centre Auvergne,04 71 64 27 50,Rue Ampère,15000,AURILLAC,-
MAS DE LAUZE EHPAD KORIAN,5118,KORIAN,Dorian SANCHEZ,EHPAD,Sud-Est,04 66 05 00 22,A/A de Madame RIVIERE,30900,NIMES,-
MAURICE LARGUIER EHPAD,8288,,Dorian SANCHEZ,EHPAD,Sud-Est,04 66 34 15 37,5 chemin de la Pinède,30110,LA GRAND COMBE,X
MDR LA GRANGERAIE,5144,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 69 19 48,2 ROUTE D'ARBOIS,39380,MONT SOUS VAUDREY,-
MDR MEDICALISEE HOSPITALOR LES CHENES,3650,SOS,Celine LUCION,EHPAD,Grand Nord-Est,,39 Cours du 19 Novembre 1944,57690,CREHANGE,-
MELCHONNEC EHPAD,12714,,Aurore Auffret,EHPAD,Bretagne,02 96 38 94 92,250 Rue du Foyer,22420,PLOUARET,-
MEYSSAC EHPAD,4328,,Laurent DURIEUX,EHPAD,Val de Loire,05 55 84 56 56,Le clos joli,19500,MEYSSAC,-
MISERICORDE EHPAD,11975,HABITAT & HUMANISME SOIN,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 99 10 38,10 Rue du Chanoine Costes,12400,ST AFFRIQUE,-
MISSIONS AFRICAINES,13967,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 58 54 00,,67140,ST PIERRE,-
MUTUALISTE PEZILLA LA RIVIERE EHPAD,9181,RESIDENCE MUTUALITE FRANCAISE,Dorian SANCHEZ,EHPAD,Sud-Est,04 68 62 60 10,3 RUE FORCA REAL,66370,PEZILLA LA RIVIERE,-
NATHALIE BLANCHET EHPAD,15474,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 85 94 11 00,4 RUE DES TANNERIES,71460,ST GENGOUX LE NATIONAL,-
NOSTRA CASA EHPAD,2306,,Dorian SANCHEZ,EHPAD,Sud-Est,04 68 39 50 56,rue Bordre,66260,ST LAURENT DE CERDANS,-
NOTRE DAME DE LA CHARITE EHPAD,2804,,Niels COLLEU,EHPAD,Normandie,02 31 92 01 49,BP 10135,14400,BAYEUX,-
NOTRE DAME DE LA VISITATION EHPAD,12252,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 50 13 03,"6, rue Crebillon",21000,DIJON,-
NOTRE DAME DE LORETTE EHPAD,16111,,Laurent DURIEUX,EHPAD,Val de Loire,02 51 57 22 35,1 Place du Marquis de Surgères,85700,LA FLOCELLIERE,X
NOTRE DAME DES CEDRES MONTAGNEY EHPAD,11435,HABITAT & HUMANISME SOIN,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 32 20 11,Route Chaumercenne,70140,MONTAGNEY,-
NOTRE DAME DES CHAMPS EHPAD AGESPA,5387,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 66 86 86,86 Route de Saint-Mathieu-de-Tréviers,34270,LES MATELLES,-
NOTRE DAME DES MINES EHPAD,5229,,Dorian SANCHEZ,EHPAD,Sud-Est,04 66 24 06 18,QUARTIER LA FRIGOULE,30410,MOLIERES SUR CEZE,-
NOTRE DAME DES PINS EHPAD,3933,,Dorian SANCHEZ,EHPAD,Sud-Est,04 66 54 30 10,"41, rute de Saint-Privat",30340,ST PRIVAT DES VIEUX,-
NOTRE DAME ST JOSEPH EHPAD,3376,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 05 85 85,4 rue soeur elisabeth eppinger,67110,NIEDERBRONN LES BAINS,-
NOTRE MAISON EHPAD,2925,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 22 70 00,"78, Avenue de Verdun",64200,BIARRITZ,-
OLIVIER DARBLADE EHPAD,3783,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 58 71 41 00,18 rue du Général Labat,40800,AIRE SUR L'ADOUR,-
ORTHEZIA EHPAD EMEIS,17225,EMEIS (ANCIEN ORPEA),Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 38 36 04,a/a de M. BOTELLA,64300,ORTHEZ,-
OSTEYS EHPAD,3366,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 44 71 00,A/a de Mme Nadège DARBON,64100,BAYONNE,-
OZANAM RESIDENCE,5499,,Celine LUCION,EHPAD,Grand Nord-Est,03 29 33 21 97,"3, rue du Stade",88460,CHENIMENIL,-
PAUL ANE EHPAD,5242,,Caroline VILLEMUR,EHPAD,Sud-Ouest,,Avenue de la Baraque,09140,SEIX,-
PAUL CEZANNE EHPAD,8127,DOMIDEP,Dorian SANCHEZ,EHPAD,Sud-Est,04 92 30 40 00,A l'attention de Madame WALLY,04350,MALIJAI,-
PAUSA LEKUA EHPAD,3334,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 70 27 00,Centre Bourg,64240,ISTURITZ,-
PELISSON FONTANIER EHPAD,3731,,Herve QUELO,EHPAD,Centre Auvergne,05 55 62 60 35,1 rue Chicanelle,23210,BENEVENT L'ABBAYE,-
PETIT BOIS EHPAD,1453,,Laurent DURIEUX,EHPAD,Val de Loire,05 65 53 26 25,Résidence du Petit Bois,46090,PRADINES,-
PETITE UNITE DE VIE RESIDENCE L'OASIS,11102,,Herve QUELO,EHPAD,Centre Auvergne,04 77 61 42 75,51 Rue James Jackson,42500,LE CHAMBON FEUGEROLLES,-
PETITES SOEURS DES PAUVRES,4135,,Herve QUELO,EHPAD,Centre Auvergne,04 77 68 32 02,"15, rue de l'Abbé Goulard",42300,ROANNE,-
PETITES SOEURS DES PAUVRES,6985,PETITES SOEURS DES PAUVRES,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 56 90 12 20,181 Rue Judaïque,33000,BORDEAUX,-
PETITES SOEURS DES PAUVRES - LONS LE SAUNIER,8378,PETITES SOEURS DES PAUVRES,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 86 15 15,2 A rue des Mouilleres,39000,LONS LE SAUNIER,-
PETITES SOEURS DES PAUVRES EHPAD,4285,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 72 10 60 80,"81, rue Hénon",69004,LYON 04,-
PETITES SOEURS DES PAUVRES EHPAD,5043,PETITES SOEURS DES PAUVRES,Aurelien COURTOISIER,EHPAD,Centre-Est,04 76 89 28 66,117 Grande Rue,38700,LA TRONCHE,-
PETITES SOEURS DES PAUVRES EHPAD,5211,PETITES SOEURS DES PAUVRES,Dorian SANCHEZ,EHPAD,Sud-Est,04 91 50 42 12,"29, rue Jeanne Jugan",13004,MARSEILLE 04,-
PETITES SOEURS DES PAUVRES NICE +,0292,PETITES SOEURS DES PAUVRES,Dorian SANCHEZ,EHPAD,Sud-Est,04 93 85 82 14,"1 bis, Rue de la Gendarmerie",06000,NICE,-
PIERRE GUICHENEY EHPAD,4231,,Niels COLLEU,EHPAD,Normandie,02 43 37 71 31,11 RUE DU TRIANON,53410,BOURGNEUF LA FORET,-
PIERRE MENDES FRANCE EHPAD,3791,,Celine LUCION,EHPAD,Grand Nord-Est,03 87 58 63 02,44 rue de Foch,57250,MOYEUVRE GRANDE,-
PIERRE MONDINE EHPAD (EX-PROMEDIK),4638,,IDF,EHPAD,Ile de France,02 38 34 56 00,Rue d'Arconville,45480,OUTARVILLE,-
PIN ET SOLEIL EHPAD,11912,,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 33 20 40,2 AVENUE DU CALVAIRE,83790,PIGNANS,-
POINCARE EHPAD BOUXIERES-AUX-DAMES,10396,,Celine LUCION,EHPAD,Grand Nord-Est,03 83 22 71 33,8 Rue Raymond Poincaré,54136,BOUXIERES AUX DAMES,-
PORTES DE SOLOGNE,12854,KORIAN,Herve QUELO,EHPAD,Centre Auvergne,02 48 75 04 05,7 rue Pierre Dubournou,18100,VIERZON,-
PRE FORNET EHPAD,7769,EMERA,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 63 55 00,1 ROUTE DES BLANCHES,74600,SEYNOD,-
PROTESTANTE EHPAD,1565,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 03 44 69,18 quai Montmurat,82000,MONTAUBAN,-
PUI DE L'EHPAD DU CH DE MAULEON,6666,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 28 79 00,4 avenue de Tréville,64130,MAULEON LICHARRE,-
PUI EHPAD ST - GOTHARD (CF INFORMATION),15311,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 37 83 00,"6, rue de Schaffhouse",67000,STRASBOURG,-
PUV SAINTE-MARIE,17289,,Dorian SANCHEZ,EHPAD,Sud-Est,04 95 25 86 58,LD Cantege,20167,CUTTOLI CORTICCHIATO,-
RENAISSANCE MAYOL EHPAD,4206,,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 16 91 91,Rue Henri Pertus,83000,TOULON,-
RENE LENCOU EHPAD,6542,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 55 50 20,18 Rue René Lencou,81120,REALMONT,-
REPOS ET SANTE EHPAD,0135,,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 47 05 31,Le Bourg,12800,SAUVETERRE DE ROUERGUE,-
RESIDENCE A QUIETUDINE,3677,,Dorian SANCHEZ,EHPAD,Sud-Est,00 377 99 99 79 00,"5-7, avenue du Port",98000,MONACO,-
RESIDENCE AIGUE MARINE EHPAD LNA,9053,Le Noble Âge,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 29 85 16,1159 CHEMIN DE REGAGNEU,83150,BANDOL,-
RESIDENCE ALICE SAR,3994,AMAPA,Celine LUCION,EHPAD,Grand Nord-Est,03 87 65 08 00,"9, Impasse des petites Fontaines",57070,VANTOUX,-
RESIDENCE ARBRE DE VIE,3584,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 43 50 61,222 route FRAMBOISES,74140,MACHILLY,X
RESIDENCE ARC EN CIEL (EX-PROMEDIK),9228,,Laurent DURIEUX,EHPAD,Val de Loire,02 43 93 79 20,5 Porte De L'orthiau,72320,MONTMIRAIL,-
RESIDENCE ARTEMIS,4831,COLISEE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 73 03 00,"11, rue du petit puits",39110,SALINS LES BAINS,-
RESIDENCE AUTONOMIE LA GIRARDIERE,17496,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 62 50 32,2 allée des aigles,49300,CHOLET,-
RESIDENCE AUTONOMIE LE BOSQUET,17497,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 62 23 36,"51, rue du paradis",49300,CHOLET,-
