Nom;Numero;TypeVoie;VilleCP;adresse;code_postal;commune;longitude;latitude;result_score;result_score_next;result_label;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district;result_status
EHPAD LA FONTAINE DU JEU;8;R;85500 LES HERBIERS;8 R;85500;LES HERBIERS;-1.003216;46.847063;0.6162;0.6111674780058651;8 Rue Réaumur 85500 Les Herbiers;housenumber;85109_2065_00008;8;8 Rue Réaumur;Rue Réaumur;85500;Les Herbiers;85, Vendée, Pays de la Loire;85109;;;;ok
EHPAD BELLEVUE;46;R;85570 L HERMENAULT;46 R;85570;L HERMENAULT;-0.894176;46.51584;0.7284357024793388;0.6033405723905724;L'Hermenault;municipality;85110;;L'Hermenault;;85570;L'Hermenault;85, Vendée, Pays de la Loire;85110;;;;ok
EHPAD LES CHENES VERTS;17;IMP;85350 L ILE D YEU;17 IMP;85350;L ILE D YEU;-2.358033;46.729609;0.5841478132678133;0.5748221212121212;17 Impasse du bouet 85350 L'Île-d'Yeu;housenumber;85113_1660_00017;17;17 Impasse du bouet;Impasse du bouet;85350;L'Île-d'Yeu;85, Vendée, Pays de la Loire;85113;;;;ok
EHPAD LES BRUYERES;1;R;85130 LES LANDES GENUSSON;1 R;85130;LES LANDES GENUSSON;-1.123949;46.96563;0.6556354545454546;0.6459087139689579;1 Rue magellan 85130 Les Landes-Genusson;housenumber;85119_0350_00001;1;1 Rue magellan;Rue magellan;85130;Les Landes-Genusson;85, Vendée, Pays de la Loire;85119;;;;ok
EHPAD SAINTE ANNE;273;R;85170 LES LUCS SUR BOULOGNE;273 R;85170;LES LUCS SUR BOULOGNE;-1.491609;46.840742;0.6764544444444444;0.6181478512396694;273 Rue richelieu 85170 Les Lucs-sur-Boulogne;housenumber;85129_0129_00273;273;273 Rue richelieu;Rue richelieu;85170;Les Lucs-sur-Boulogne;85, Vendée, Pays de la Loire;85129;;;;ok
EHPAD LES ARDILLERS;9;R;85320 MAREUIL SUR LAY DISSAIS;9 R;85320;MAREUIL SUR LAY DISSAIS;-1.227123;46.527969;0.702725665961945;0.6929997402597402;9 Rue du bois 85320 Mareuil-sur-Lay-Dissais;housenumber;85135_0057_00009;9;9 Rue du bois;Rue du bois;85320;Mareuil-sur-Lay-Dissais;85, Vendée, Pays de la Loire;85135;;;;ok
EHPAD BETHANIE;20;R;85150 LES ACHARDS;20 R;85150;LES ACHARDS;-1.663612;46.617243;0.6154354545454545;0.6025956598240468;20 Rue Pasteur 85150 Les Achards;housenumber;85152_0520_00020;20;20 Rue Pasteur;Rue Pasteur;85150;Les Achards;85, Vendée, Pays de la Loire;85152;85152;LA MOTHE-ACHARD;;ok
EHPAD L'ERMITAGE;7;R;85540 MOUTIERS LES MAUXFAITS;7 R;85540;MOUTIERS LES MAUXFAITS;-1.426863;46.495846;0.690527012987013;0.690527012987013;7 Rue Pasteur 85540 Moutiers-les-Mauxfaits;housenumber;85156_0166_00007;7;7 Rue Pasteur;Rue Pasteur;85540;Moutiers-les-Mauxfaits;85, Vendée, Pays de la Loire;85156;;;;ok
EHPAD HENRI PANETIER;32;R;85430 NIEUL LE DOLENT;32 R;85430;NIEUL LE DOLENT;-1.503796;46.573441;0.5889846320346319;0.5840923543123543;32 Rue Arthur Chauvet 85430 Nieul-le-Dolent;housenumber;85161_0052_00032;32;32 Rue Arthur Chauvet;Rue Arthur Chauvet;85430;Nieul-le-Dolent;85, Vendée, Pays de la Loire;85161;;;;ok
EHPAD MULTISITE PISSOTTE-VOUVANT;35;RTE;85200 PISSOTTE;35 RTE;85200;PISSOTTE;-0.814663;46.499895;0.6179372727272726;0.5961487412587412;Pissotte;municipality;85176;;Pissotte;;85200;Pissotte;85, Vendée, Pays de la Loire;85176;;;;ok
EHPAD YVES COUGNAUD;1;R;85170 LE POIRE SUR VIE;1 R;85170;LE POIRE SUR VIE;-1.489712;46.763547;0.6715793506493506;0.6613569778869778;1 Rue ampère 85170 Le Poiré-sur-Vie;housenumber;85178_0016_00001;1;1 Rue ampère;Rue ampère;85170;Le Poiré-sur-Vie;85, Vendée, Pays de la Loire;85178;;;;ok
EHPAD L'ARBRASEVE;5;R;85620 ROCHESERVIERE;5 R;85620;ROCHESERVIERE;-1.51015;46.937936;0.6462863636363636;0.608672780748663;5 grande rue 85620 Rocheservière;housenumber;85190_0134_00005;5;5 grande rue;grande rue;85620;Rocheservière;85, Vendée, Pays de la Loire;85190;;;;ok
EHPAD ANDRE BOUTELIER;34;R;85000 LA ROCHE SUR YON;34 R;85000;LA ROCHE SUR YON;-1.453001;46.715918;0.7610163636363636;0.7083915584415584;34 Rue de la roche sur yon 85000 Mouilleron-le-Captif;housenumber;85155_0036_00034;34;34 Rue de la roche sur yon;Rue de la roche sur yon;85000;Mouilleron-le-Captif;85, Vendée, Pays de la Loire;85155;;;;ok
EHPAD LEON TAPON;251;R;85000 LA ROCHE SUR YON;251 R;85000;LA ROCHE SUR YON;-1.422558;46.669413;0.6601078787878787;0.6568496969696969;Rue de la roche-sur-yon 85000 La Roche-sur-Yon;street;85191_2260;;Rue de la roche-sur-yon;Rue de la roche-sur-yon;85000;La Roche-sur-Yon;85, Vendée, Pays de la Loire;85191;;;;ok
EHPAD LA SMAGNE;71;RTE;85210 STE HERMINE;71 RTE;85210;STE HERMINE;-1.011684;46.549895;0.5303804958677685;0.5297314049586777;Route de sainte-hermine 85210 Thiré;street;85290_0044;;Route de sainte-hermine;Route de sainte-hermine;85210;Thiré;85, Vendée, Pays de la Loire;85290;;;;ok
EHPAD LA FORET;;AV;85167 ST JEAN DE MONTS CEDEX; AV;85167;ST JEAN DE MONTS CEDEX;;;;;;;;;;;;;;;;;;not-found
EHPAD LE HAVRE DU PAYRE;11;R;85440 TALMONT ST HILAIRE;11 R;85440;TALMONT ST HILAIRE;-1.677168;46.444475;0.6116896536796537;0.5973828752642706;11 Rue du lac 85440 Talmont-Saint-Hilaire;housenumber;85288_0387_00011;11;11 Rue du lac;Rue du lac;85440;Talmont-Saint-Hilaire;85, Vendée, Pays de la Loire;85288;;;;ok
EHPAD MULTISITE VENDEE SEVRE AUTISE;12;IMP;85420 MAILLEZAIS;12 IMP;85420;MAILLEZAIS;-0.740372;46.366954;0.6457510743801652;0.5024367084639498;Maillezais;municipality;85133;;Maillezais;;85420;Maillezais;85, Vendée, Pays de la Loire;85133;;;;ok
EHPAD LES COLLINES;14;R;85700 POUZAUGES;14 R;85700;POUZAUGES;-0.840378;46.77697;0.5610954545454545;0.5469068595041322;14 Rue des lilas 85700 Pouzauges;housenumber;85182_0580_00014;14;14 Rue des lilas;Rue des lilas;85700;Pouzauges;85, Vendée, Pays de la Loire;85182;;;;ok
EHPAD LOUIS CROSNIER;1;RTE;85750 ANGLES;1 RTE;85750;ANGLES;-1.380147;46.405318;0.5637105194805194;0.48669451612903225;1 Route du port 85750 Angles;housenumber;85004_0368_00001;1;1 Route du port;Route du port;85750;Angles;85, Vendée, Pays de la Loire;85004;;;;ok
EHPAD PIERRE GENAIS;8;AV;85440 AVRILLE;8 AV;85440;AVRILLE;-1.492834;46.473136;0.669681229946524;0.5423042424242424;Avrillé;municipality;85010;;Avrillé;;85440;Avrillé;85, Vendée, Pays de la Loire;85010;;;;ok
EHPAD ESSARTS EN BOCAGE;;RTE;85140 ESSARTS EN BOCAGE; RTE;85140;ESSARTS EN BOCAGE;-1.244705;46.785524;0.8043744055944055;0.6643751597051596;Essarts-en-Bocage;municipality;85084;;Essarts-en-Bocage;;85140;Essarts-en-Bocage;85, Vendée, Pays de la Loire;85084;;;;ok
EHPAD DURAND ROBIN;104;R;85280 LA FERRIERE;104 R;85280;LA FERRIERE;-1.314294;46.713087;0.601900909090909;0.5309752406417112;104 Rue nationale 85280 La Ferrière;housenumber;85089_0049_00104;104;104 Rue nationale;Rue nationale;85280;La Ferrière;85, Vendée, Pays de la Loire;85089;;;;ok
EHPAD STE BERNADETTE;10;R;85450 CHAMPAGNE LES MARAIS;10 R;85450;CHAMPAGNE LES MARAIS;-1.111424;46.378865;0.650491515151515;0.6451780991735536;10 Rue urleven 85450 Champagné-les-Marais;housenumber;85049_0104_00010;10;10 Rue urleven;Rue urleven;85450;Champagné-les-Marais;85, Vendée, Pays de la Loire;85049;;;;ok
EHPAD ST GABRIEL;20;R;85610 CUGAND;20 R;85610;CUGAND;-1.256889;47.064563;0.3738553246753247;0.3685223232323232;20 Rue du pont 85610 Cugand-la-Bernardière;housenumber;85076_0500_00020;20;20 Rue du pont;Rue du pont;85610;Cugand-la-Bernardière;85, Vendée, Pays de la Loire;85076;85076;CUGAND;;ok
EHPAD SAINT LUC;34;R;85200 DOIX LES FONTAINES;34 R;85200;DOIX LES FONTAINES;-0.807765;46.405185;0.7757277922077921;0.6381105321507761;Doix lès Fontaines;municipality;85080;;Doix lès Fontaines;;85200;Doix lès Fontaines;85, Vendée, Pays de la Loire;85080;;;;ok
EHPAD SAINTE SOPHIE;1;R;85130 LA GAUBRETIERE;1 R;85130;LA GAUBRETIERE;-1.067367;46.942404;0.6198103896103896;0.6188380808080807;1 Rue des bois 85130 La Gaubretière;housenumber;85097_0075_00001;1;1 Rue des bois;Rue des bois;85130;La Gaubretière;85, Vendée, Pays de la Loire;85097;;;;ok
EHPAD MULTISITE VENDEE SEVRE AUTISE;9;R;85420 MAILLE;9 R;85420;MAILLE;-0.777118;46.338454;0.6918248484848484;0.5915851383399209;Maillé;municipality;85132;;Maillé;;85420;Maillé;85, Vendée, Pays de la Loire;85132;;;;ok
EHPAD RESIDENCE FLEURIE;9;R;85370 NALLIERS;9 R;85370;NALLIERS;-1.029818;46.467843;0.5654268831168829;0.5187909384164222;9 Rue pasteur 85370 Nalliers;housenumber;85159_0063_00009;9;9 Rue pasteur;Rue pasteur;85370;Nalliers;85, Vendée, Pays de la Loire;85159;;;;ok
EHPAD LA SAINTE FAMILLE;18;R;85400 STE GEMME LA PLAINE;18 R;85400;STE GEMME LA PLAINE;-1.11472;46.476133;0.5885663636363636;0.577955928853755;18 Rue des gaux 85400 Sainte-Gemme-la-Plaine;housenumber;85216_0150_00018;18;18 Rue des gaux;Rue des gaux;85400;Sainte-Gemme-la-Plaine;85, Vendée, Pays de la Loire;85216;;;;ok
EHPAD LES GLYCINES;1;AV;85660 ST PHILBERT DE BOUAINE;1 AV;85660;ST PHILBERT DE BOUAINE;-1.515626;46.994102;0.6888247474747474;0.6236496694214876;Saint-Philbert-de-Bouaine;municipality;85262;;Saint-Philbert-de-Bouaine;;85660;Saint-Philbert-de-Bouaine;85, Vendée, Pays de la Loire;85262;;;;ok
EHPAD SAINT JOSEPH;1;R;85770 VIX;1 R;85770;VIX;-0.858162;46.355727;0.6352178787878787;0.4536749586776859;Vix;municipality;85303;;Vix;;85770;Vix;85, Vendée, Pays de la Loire;85303;;;;ok
EHPAD SAINT DENIS;;R;85450 VOUILLE LES MARAIS; R;85450;VOUILLE LES MARAIS;-0.95859;46.391703;0.8616681818181817;0.702942258064516;Vouillé-les-Marais;municipality;85304;;Vouillé-les-Marais;;85450;Vouillé-les-Marais;85, Vendée, Pays de la Loire;85304;;;;ok
EHPAD CHARLES MARGUERITE;2;RTE;85190 AIZENAY;2 RTE;85190;AIZENAY;-1.674119;46.718805;0.5318066666666666;0.5260400293255131;2 Route du bois 85190 Aizenay;housenumber;85003_0129_00002;2;2 Route du bois;Route du bois;85190;Aizenay;85, Vendée, Pays de la Loire;85003;;;;ok
EHPAD NOTRE DAME DE LORETTE;1;PL;85700 SEVREMONT;1 PL;85700;SEVREMONT;-0.882809;46.830115;0.5690065102639297;0.5242734224598931;1 Place du mail 85700 Sèvremont;housenumber;85090_0351_00001;1;1 Place du mail;Place du mail;85700;Sèvremont;85, Vendée, Pays de la Loire;85090;85257;SAINT-MICHEL-MONT-MERCURE;;ok
EHPAD SAINTE ANNE;3;R;85520 JARD SUR MER;3 R;85520;JARD SUR MER;-1.575406;46.416826;0.6141;0.6127927272727273;3 Rue pasteur 85520 Jard-sur-Mer;housenumber;85114_0400_00003;3;3 Rue pasteur;Rue pasteur;85520;Jard-sur-Mer;85, Vendée, Pays de la Loire;85114;;;;ok
EHPAD SAINTE MARIE;412;AV;85440 TALMONT ST HILAIRE;412 AV;85440;TALMONT ST HILAIRE;-1.674528;46.442582;0.5635881818181818;0.5126763636363636;412 Avenue notre-dame 85440 Talmont-Saint-Hilaire;housenumber;85288_0475_00412;412;412 Avenue notre-dame;Avenue notre-dame;85440;Talmont-Saint-Hilaire;85, Vendée, Pays de la Loire;85288;;;;ok
EHPAD ST JOSEPH;7;R;85130 CHANVERRIE;7 R;85130;CHANVERRIE;-0.99603;46.961449;0.6306337662337662;0.5786156011730205;7 Rue haute 85130 Chanverrie;housenumber;85302_0220_00007;7;7 Rue haute;Rue haute;85130;Chanverrie;85, Vendée, Pays de la Loire;85302;85302;LA VERRIE;;ok
EHPAD MULTISITES PAYS DE CHANTONNAY;19;R;85110 ST PROUANT;19 R;85110;ST PROUANT;-0.973002;46.743926;0.559050303030303;0.46219909090909084;Saint-Prouant;municipality;85266;;Saint-Prouant;;85110;Saint-Prouant;85, Vendée, Pays de la Loire;85266;;;;ok
EHPAD KORIAN LE BOURGENAY;1;R;85100 LES SABLES D OLONNE;1 R;85100;LES SABLES D OLONNE;-1.786154;46.496276;0.7370261425061425;0.7273806633906633;1 Rue kléber 85100 Les Sables-d'Olonne;housenumber;85194_1795_00001;1;1 Rue kléber;Rue kléber;85100;Les Sables-d'Olonne;85, Vendée, Pays de la Loire;85194;85194;LES SABLES-D'OLONNE;;ok
EHPAD CALYPSO;36;R;85350 L ILE D YEU;36 R;85350;L ILE D YEU;-2.342119;46.714963;0.630964214876033;0.630264214876033;36 Rue du pinier 85350 L'Île-d'Yeu;housenumber;85113_6500_00036;36;36 Rue du pinier;Rue du pinier;85350;L'Île-d'Yeu;85, Vendée, Pays de la Loire;85113;;;;ok
EHPAD GILLES-ARTUS;2;R;85690 NOTRE DAME DE MONTS;2 R;85690;NOTRE DAME DE MONTS;-2.129583;46.830427;0.6608090909090909;0.6453868957871397;2 Rue des iris 85690 Notre-Dame-de-Monts;housenumber;85164_1220_00002;2;2 Rue des iris;Rue des iris;85690;Notre-Dame-de-Monts;85, Vendée, Pays de la Loire;85164;;;;ok
EHPAD ST ANDRE D'ORNAY;10;IMP;85000 LA ROCHE SUR YON;10 IMP;85000;LA ROCHE SUR YON;-1.418469;46.667778;0.6852615384615384;0.6839533566433565;10 Impasse belin 85000 La Roche-sur-Yon;housenumber;85191_0272_00010;10;10 Impasse belin;Impasse belin;85000;La Roche-sur-Yon;85, Vendée, Pays de la Loire;85191;;;;ok
EHPAD LA CAP'LINE;17;PL;85300 LE PERRIER;17 PL;85300;LE PERRIER;-1.971727;46.820628;0.6793661038961039;0.5838169023569023;Le Perrier;municipality;85172;;Le Perrier;;85300;Le Perrier;85, Vendée, Pays de la Loire;85172;;;;ok
EHPAD ESTHER BLE;7;R;85260 LES BROUZILS;7 R;85260;LES BROUZILS;-1.317829;46.886925;0.6130736363636363;0.6111154545454545;7 Rue pasteur 85260 Les Brouzils;housenumber;85038_0056_00007;7;7 Rue pasteur;Rue pasteur;85260;Les Brouzils;85, Vendée, Pays de la Loire;85038;;;;ok
EHPAD LA MAISON DU SACRE COEUR;;R;85250 CHAVAGNES EN PAILLERS; R;85250;CHAVAGNES EN PAILLERS;-1.252284;46.891451;0.6266946753246753;0.625551948051948;Rue des écoles 85250 Chavagnes-en-Paillers;street;85065_0056;;Rue des écoles;Rue des écoles;85250;Chavagnes-en-Paillers;85, Vendée, Pays de la Loire;85065;;;;ok
EHPAD LA VIGNE AUX ROSES;32;R;85000 LA ROCHE SUR YON;32 R;85000;LA ROCHE SUR YON;-1.444253;46.669962;0.6907185858585858;0.6892922222222221;32 Rue Vauban 85000 La Roche-sur-Yon;housenumber;85191_2570_00032;32;32 Rue Vauban;Rue Vauban;85000;La Roche-sur-Yon;85, Vendée, Pays de la Loire;85191;;;;ok
EHPAD LE COLOMBIER;2;R;85670 ST ETIENNE DU BOIS;2 R;85670;ST ETIENNE DU BOIS;-1.585841;46.838235;0.6752603812316715;0.6008351048951048;Saint-Étienne-du-Bois;municipality;85210;;Saint-Étienne-du-Bois;;85670;Saint-Étienne-du-Bois;85, Vendée, Pays de la Loire;85210;;;;ok
EHPAD LES BOUTONS D'OR;15;R;85220 L AIGUILLON SUR VIE;15 R;85220;L AIGUILLON SUR VIE;-1.821435;46.674083;0.6804236363636362;0.6554269133192389;15 Rue du dail 85220 L'Aiguillon-sur-Vie;housenumber;85002_1lmtt8_00015;15;15 Rue du dail;Rue du dail;85220;L'Aiguillon-sur-Vie;85, Vendée, Pays de la Loire;85002;;;;ok
EHPAD LES GLYCINES;10;R;85670 FALLERON;10 R;85670;FALLERON;-1.701086;46.88062;0.5452427272727273;0.5433982697947214;Rue noa 85670 Falleron;street;85086_0098;;Rue noa;Rue noa;85670;Falleron;85, Vendée, Pays de la Loire;85086;;;;ok
EHPAD LES IRIS;1;AV;85800 GIVRAND;1 AV;85800;GIVRAND;-1.878588;46.680095;0.6717394117647059;0.44644090909090905;Givrand;municipality;85100;;Givrand;;85800;Givrand;85, Vendée, Pays de la Loire;85100;;;;ok
EHPAD LA SAGESSE;1;RTE;85290 ST LAURENT SUR SEVRE;1 RTE;85290;ST LAURENT SUR SEVRE;-0.892153;46.951294;0.6556248051948051;0.6013202514506769;Saint-Laurent-sur-Sèvre;municipality;85238;;Saint-Laurent-sur-Sèvre;;85290;Saint-Laurent-sur-Sèvre;85, Vendée, Pays de la Loire;85238;;;;ok
EHPAD LES JARDINS MEDICIS;1;BD;85300 CHALLANS;1 BD;85300;CHALLANS;-1.881649;46.845593;0.5068409090909091;0.4807529411764705;1 Boulevard des ffi 85300 Challans;housenumber;85047_5870_00001;1;1 Boulevard des ffi;Boulevard des ffi;85300;Challans;85, Vendée, Pays de la Loire;85047;;;;ok
EHPAD LES JARDINS D OLONNE;100;R;85100 LES SABLES D OLONNE;100 R;85100;LES SABLES D OLONNE;-1.787255;46.495412;0.7040548325358852;0.6988493779904306;Rue rapide 85100 Les Sables-d'Olonne;street;85194_2710;;Rue rapide;Rue rapide;85100;Les Sables-d'Olonne;85, Vendée, Pays de la Loire;85194;85194;LES SABLES-D'OLONNE;;ok
EHPAD LA CLE DE SOL;;R;85390 MOUILLERON ST GERMAIN; R;85390;MOUILLERON ST GERMAIN;-0.846475;46.673747;0.5621352892561983;0.5573570707070706;Rue du pavé 85390 Mouilleron-Saint-Germain;street;85154_0320;;Rue du pavé;Rue du pavé;85390;Mouilleron-Saint-Germain;85, Vendée, Pays de la Loire;85154;85154;MOUILLERON-EN-PAREDS;;ok
EHPAD KORIAN LE RICHELIEU;96;BD;85000 LA ROCHE SUR YON;96 BD;85000;LA ROCHE SUR YON;-1.419392;46.668159;0.5703932323232322;0.553726406926407;96 Boulevard d'Italie 85000 La Roche-sur-Yon;housenumber;85191_1142_00096;96;96 Boulevard d'Italie;Boulevard d'Italie;85000;La Roche-sur-Yon;85, Vendée, Pays de la Loire;85191;;;;ok
EHPAD SIMONNE MOREAU;1;R;85430 AUBIGNY LES CLOUZEAUX;1 R;85430;AUBIGNY LES CLOUZEAUX;-1.508646;46.629571;0.7026470163170162;0.6476969696969695;1 Rue haxo 85430 Aubigny-Les Clouzeaux;housenumber;85008_0181_00001;1;1 Rue haxo;Rue haxo;85430;Aubigny-Les Clouzeaux;85, Vendée, Pays de la Loire;85008;85069;LES CLOUZEAUX;;ok
EHPAD L'ESTRAN;19;AV;85680 LA GUERINIERE;19 AV;85680;LA GUERINIERE;-2.232559;46.966462;0.7095472727272727;0.5778930303030303;La Guérinière;municipality;85106;;La Guérinière;;85680;La Guérinière;85, Vendée, Pays de la Loire;85106;;;;ok
EHPAD DES COLLINES VENDEENNES;;AV;85120 LA CHATAIGNERAIE; AV;85120;LA CHATAIGNERAIE;-0.737543;46.644518;0.826190909090909;0.6632336363636363;La Châtaigneraie;municipality;85059;;La Châtaigneraie;;85120;La Châtaigneraie;85, Vendée, Pays de la Loire;85059;;;;ok
EHPAD L'AGARET;6;R;85470 BREM SUR MER;6 R;85470;BREM SUR MER;-1.824013;46.601346;0.5657623376623376;0.5633841558441558;6 Rue beauséjour 85470 Brem-sur-Mer;housenumber;85243_0028_00006;6;6 Rue beauséjour;Rue beauséjour;85470;Brem-sur-Mer;85, Vendée, Pays de la Loire;85243;;;;ok
EHPAD LA CLERGERIE;8;R;85220 COEX;8 R;85220;COEX;-1.758504;46.696968;0.5048354545454545;0.44548585858585854;8 Rue pasteur 85220 Coëx;housenumber;85070_0165_00008;8;8 Rue pasteur;Rue pasteur;85220;Coëx;85, Vendée, Pays de la Loire;85070;;;;ok
EHPAD LES VALLEES;16;AV;85100 LES SABLES D OLONNE;16 AV;85100;LES SABLES D OLONNE;-1.784539;46.498469;0.6862229004329004;0.677478731501057;16 Avenue carnot 85100 Les Sables-d'Olonne;housenumber;85194_0740_00016;16;16 Avenue carnot;Avenue carnot;85100;Les Sables-d'Olonne;85, Vendée, Pays de la Loire;85194;85194;LES SABLES-D'OLONNE;;ok
EHPAD LES CHATAIGNIERS;;R;85300 SOULLANS; R;85300;SOULLANS;-1.901461;46.794581;0.5327777622377622;0.5169695622895621;Rue du bois 85300 Soullans;street;85284_0249;;Rue du bois;Rue du bois;85300;Soullans;85, Vendée, Pays de la Loire;85284;;;;ok
EHPAD LE MOULIN ROUGE;11;R;85035 LA ROCHE SUR YON CEDEX;11 R;85035;LA ROCHE SUR YON CEDEX;-1.867053;46.617833;0.347387233201581;0.301534367201426;11 Rue de la roche rouge 85470 Bretignolles-sur-Mer;housenumber;85035_1660_00011;11;11 Rue de la roche rouge;Rue de la roche rouge;85470;Bretignolles-sur-Mer;85, Vendée, Pays de la Loire;85035;;;;ok
EHPAD LE SEPTIER D'OR;12;R;85600 TREIZE SEPTIERS;12 R;85600;TREIZE SEPTIERS;-1.220991;46.981216;0.6149272248803828;0.609339656019656;12 Rue du menhir 85600 Treize-Septiers;housenumber;85295_0168_00012;12;12 Rue du menhir;Rue du menhir;85600;Treize-Septiers;85, Vendée, Pays de la Loire;85295;;;;ok
EHPAD VILLA BEAUSOLEIL ND DE RIEZ;2;IMP;85270 NOTRE DAME DE RIEZ;2 IMP;85270;NOTRE DAME DE RIEZ;-1.895926;46.755341;0.7509549529780564;0.6558972727272727;Notre-Dame-de-Riez;municipality;85189;;Notre-Dame-de-Riez;;85270;Notre-Dame-de-Riez;85, Vendée, Pays de la Loire;85189;;;;ok
EHPAD LE LOGIS DES OLONNES;100;R;85100 LES SABLES D OLONNE;100 R;85100;LES SABLES D OLONNE;-1.787255;46.495412;0.7040548325358852;0.6988493779904306;Rue rapide 85100 Les Sables-d'Olonne;street;85194_2710;;Rue rapide;Rue rapide;85100;Les Sables-d'Olonne;85, Vendée, Pays de la Loire;85194;85194;LES SABLES-D'OLONNE;;ok
EHPAD LES MAISONS DE L'HARMONIE;5;R;85220 LA CHAIZE GIRAUD;5 R;85220;LA CHAIZE GIRAUD;-1.818083;46.648571;0.7904990909090909;0.6154717703349282;La Chaize-Giraud;municipality;85045;;La Chaize-Giraud;;85220;La Chaize-Giraud;85, Vendée, Pays de la Loire;85045;;;;ok
EHPAD DU CHS G. MAZURELLE;;R;85026 LA ROCHE SUR YON CEDEX; R;85026;LA ROCHE SUR YON CEDEX;-1.450708;46.563172;0.3195293706293706;;Route de la roche 85430 La Boissière-des-Landes;street;85026_0143;;Route de la roche;Route de la roche;85430;La Boissière-des-Landes;85, Vendée, Pays de la Loire;85026;;;;ok
EHPAD LES MARRONNIERS;6;R;85410 LA CAILLERE ST HILAIRE;6 R;85410;LA CAILLERE ST HILAIRE;-0.911017;46.617216;0.6250185858585858;0.6066918181818182;6 Rue du roc 85410 La Caillère-Saint-Hilaire;housenumber;85040_0080_00006;6;6 Rue du roc;Rue du roc;85410;La Caillère-Saint-Hilaire;85, Vendée, Pays de la Loire;85040;;;;ok
EHPAD AQUARELLE;4;ALL;85300 CHALLANS;4 ALL;85300;CHALLANS;-1.857955;46.846704;0.4937958968058968;0.4930938961038961;4 Allée georges seurat 85300 Challans;housenumber;85047_6329_00004;4;4 Allée georges seurat;Allée georges seurat;85300;Challans;85, Vendée, Pays de la Loire;85047;;;;ok
EHPAD SAINT ALEXANDRE;14;RTE;85290 MORTAGNE SUR SEVRE;14 RTE;85290;MORTAGNE SUR SEVRE;-0.958363;46.987567;0.7315706060606061;0.7034424708624708;Mortagne-sur-Sèvre;municipality;85151;;Mortagne-sur-Sèvre;;85290;Mortagne-sur-Sèvre;85, Vendée, Pays de la Loire;85151;;;;ok
EHPAD CH FONTENAY;40;R;85201 FONTENAY LE COMTE CEDEX;40 R;85201;FONTENAY LE COMTE CEDEX;-0.809249;46.486863;0.5242570813397128;0.45601541125541123;40 Route de fontenay 85200 Pissotte;housenumber;85176_0053_00040;40;40 Route de fontenay;Route de fontenay;85200;Pissotte;85, Vendée, Pays de la Loire;85176;;;;ok
EHPAD CHD HENRY RENAUD;41;R;85400 LUCON;41 R;85400;LUCON;-1.209693;46.476104;0.6519806060606059;0.49228680134680125;41 Rue de luçon 85400 Les Magnils-Reigniers;housenumber;85131_0045_00041;41;41 Rue de luçon;Rue de luçon;85400;Les Magnils-Reigniers;85, Vendée, Pays de la Loire;85131;;;;ok
EHPAD CH DE NOIRMOUTIER;2;R;85330 NOIRMOUTIER EN L ILE;2 R;85330;NOIRMOUTIER EN L ILE;-2.24664;47.001947;0.7363543243243242;0.7325025061425061;Rue Richer 85330 Noirmoutier-en-l'Île;street;85163_4960;;Rue Richer;Rue Richer;85330;Noirmoutier-en-l'Île;85, Vendée, Pays de la Loire;85163;;;;ok
EHPAD LES MAISONNEES DE LUMIERE;6;BD;85109 LES SABLES D OLONNE CEDEX;6 BD;85109;LES SABLES D OLONNE CEDEX;-1.765848;46.524364;0.6248798989898989;0.5449029499072356;Les Sables-d'Olonne;municipality;85194;;Les Sables-d'Olonne;;85100;Les Sables-d'Olonne;85, Vendée, Pays de la Loire;85194;;;;ok
EHPAD ERNEST GUERIN;;CHE;85167 ST JEAN DE MONTS CEDEX; CHE;85167;ST JEAN DE MONTS CEDEX;;;;;;;;;;;;;;;;;;not-found
EHPAD DE SAINT GILLES CROIX DE VIE;20;R;85800 ST GILLES CROIX DE VIE;20 R;85800;ST GILLES CROIX DE VIE;-1.928009;46.697312;0.6721856198347107;0.6564442424242423;Rue pasteur 85800 Saint-Gilles-Croix-de-Vie;street;85222_1310;;Rue pasteur;Rue pasteur;85800;Saint-Gilles-Croix-de-Vie;85, Vendée, Pays de la Loire;85222;;;;ok
EHPAD CHD LA ROCHE LUCON MON;54;R;85602 MONTAIGU CEDEX;54 R;85602;MONTAIGU CEDEX;0.162804;47.989568;0.4426110031347962;0.4278417316017316;54 Rue de Montaigu 72000 Le Mans;housenumber;72181_3613_00054;54;54 Rue de Montaigu;Rue de Montaigu;72000;Le Mans;72, Sarthe, Pays de la Loire;72181;;Le Mans;;ok
EHPAD CHD VENDEE LA ROCHE SUR YON;;BD;85925 LA ROCHE SUR YON CEDEX 9; BD;85925;LA ROCHE SUR YON CEDEX 9;-1.439216;46.681818;0.4455012987012987;0.4058036363636363;Boulevard edison 85000 La Roche-sur-Yon;street;85191_0730;;Boulevard edison;Boulevard edison;85000;La Roche-sur-Yon;85, Vendée, Pays de la Loire;85191;;;;ok
