Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT
DES THERMES PHARMACIE,13291,PHARMACORP,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 68 54 65,Rue des Boulbènes,47240,CASTELCULIER,-
DES THERMES PHARMACIE,6759,PHARMACTIVE,Laurent DURIEUX,PHARMACIE,Val de Loire,05 46 48 02 50,4 avenue Monseigneur Chauvin,17500,JONZAC,-
DES THERMES PHARMACIE COMPTOIR,4055,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 24 14 33,"8, Avenue de la Reine Nathalie",64200,BIARRITZ,-
DES TILLEULS PHARMACIE,6014,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 67 97 00 68,30 grand rue,34220,ST PONS DE THOMIERES,-
DES TROIS COINS PHARMACIE,4872,,Herve QUELO,PHARMACIE,Centre Auvergne,04 77 32 53 41,"24, rue Honoré de Balzac",42000,ST ETIENNE,X
DES TROIS TOURS PHARMACIE,6410,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 98 90 11,Rue du Barry,31420,AURIGNAC,-
DES VIGNES PHARMACIE,2969,GIROPHARM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 94 51 38,Le bourg,47250,COCUMONT,-
DES VIGNES PHARMACIE - COMPTOIR ONLY,13403,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 88 95 53 20,14 RUE DU GENERAL LECLERC,67210,OBERNAI,-
DOMAINE DE LA RIVIERE,4391,,Celine LUCION,EMS,Grand Nord-Est,03 20 74 18 42,2 rue de Wambrechies,59520,MARQUETTE LEZ LILLE,-
DOMAINE DES TILLEULS,17340,,Celine LUCION,AMBULATOIRE,Grand Nord-Est,02 35 95 90 60,1192 Rue des Tilleuls,76970,GREMONVILLE,-
DOSSET PHARMACIE,4760,LEADER SANTE,Celine LUCION,PHARMACIE,Grand Nord-Est,03 21 07 10 78,29 RUE DE PERONNE,62450,BAPAUME,-
DU BARETOUS PHARMACIE,6668,PHARMACORP,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 34 60 15,Place du Guirail,64570,ARAMITS,-
DU BARRAGE PHARMACIE,8665,RESEAU P&P,Laurent DURIEUX,PHARMACIE,Val de Loire,05 53 57 62 87,52 avenue Aristide Briand,24100,BERGERAC,-
DU BASSIN (EX MATHON MEUNIER) PHARMACIE,5212,PHARMAVIE,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 54 08 97,"24, rue des Etats-Unis",43250,STE FLORINE,-
DU BASSIN PHARMACIE,7085,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 56 82 06 28,12 avenue Guy Celerier,33138,LANTON,-
DU BESSIN PHARMACIE,2825,,Niels COLLEU,PHARMACIE,Normandie,02 31 92 02 84,Centre commercial Carrefour,14400,BAYEUX,-
DU BEUVRON PHARMACIE,4838,GIROPHARM,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 88 03 31,96 AV HOTEL DE VILLE,41600,LAMOTTE BEUVRON,-
DU BIEN ETRE PHARMACIE (GIPHAR) RPET,2621,GIPHAR,Aurore Auffret,PHARMACIE,Bretagne,02 98 40 41 36,Centre Commercial Intermarché,29860,PLABENNEC,-
DU BIEN ETRE PHARMACIE RPET,15500,,Aurore Auffret,PHARMACIE,Bretagne,02 40 82 02 78,ZA Les gentelleries,44210,PORNIC,-
DU BOCAGE PHARMACIE,4810,HPI-TOTUM,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 81 81 60,38 rue de Poitiers,79700,MAULEON,-
DU BOIS DES LEINS FAM,5468,,Dorian SANCHEZ,EMS,Sud-Est,04 30 08 10 76,RUE NELSON MANDELA,30730,ST MAMERT DU GARD,-
DU BOURG JOLY PHARMACIE,6435,,Aurore Auffret,PHARMACIE,Bretagne,02 99 49 00 21,26 A Rue des Frères Amyot d'Inville,35680,LOUVIGNE DE BAIS,-
DU CANIGOU PHIE,16514,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 68 92 32 16,3 AVENUE DE BAIXAS,66240,ST ESTEVE,-
DU CARREAU (ex LACASSAGNE) PHIE,2147,PharmaSud (Apsara),Dorian SANCHEZ,PHARMACIE,Sud-Est,04 68 39 07 75,6 avenue de Las Indis,66150,ARLES SUR TECH,-
DU CEDRE PHARMACIE,6890,GIROPHARM,Laurent DURIEUX,PHARMACIE,Val de Loire,05 45 23 94 10,1 Place de l'hôtel de Ville,16220,MONTBRON,-
DU CENTR'ALES GRANDE PHARMACIE,12368,LAFAYETTE,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 52 52 24,19 rue Edgar Quinet,30100,ALES,-
DU CENTRE PHARMACIE,4390,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,03 20 31 93 85,10 plac du Général de Gaulle,59520,MARQUETTE LEZ LILLE,-
DU CENTRE PHARMACIE,16545,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 37 02 81,27 place Charles De Gaulle,64220,SAINT JEAN PIED DE PORT,-
DU CENTRE PHARMACIE,14631,,Aurore Auffret,PHARMACIE,Bretagne,02 40 42 31 36,9 Rue du centre,44510,LE POULIGUEN,X
DU CENTRE PHARMACIE,17844,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 68 23 12 21,1 RUE GAMBETTA,11400,CASTELNAUDARY,-
DU CENTRE PHARMACIE (EX 4130),16357,,Niels COLLEU,PHARMACIE,Normandie,02 33 73 10 16,24 PLACE DE LA REPUBLIQUE,61130,BELLEME,-
DU CENTRE PHARMACIE (PAS DE FRAIS DE PORT) GRPMT P&P,2838,,Niels COLLEU,PHARMACIE,Normandie,02 31 92 00 83,15 rue Saint Malo,14400,BAYEUX,-
DU CENTRE PHIE (EX 4017),18236,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 86 29 31,4 RUE SAINT-JEAN,30340,ST PRIVAT DES VIEUX,X
DU CHALET PHARMACIE,11241,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 26 07 55 81,91 rue du Chalet,51100,REIMS,-
DU CHANCELIER PHARMACIE,6842,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 85 82 14 05,"26, rue Roger Salengro",71360,EPINAC,-
DU CHAPEAU ROUGE PHARMACIE,9490,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 28 63 32 40,51 route de Furnes,59229,TETEGHEM,-
DU CHATEAU PHARMACIE,4623,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 47 64 06,2 avenue des Gorges du Tarn,12150,SEVERAC LE CHATEAU,-
DU CHATEAU PHARMACIE (GIPHAR) RPET,12228,GIPHAR,Laurent DURIEUX,PHARMACIE,Val de Loire,02 51 55 70 14,26 RUE DU DOCTEUR DORION,85220,APREMONT,-
DU CHEIX PHARMACIE,9821,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 97 24 08,"1, Chemin du Pont Romain",63200,LE CHEIX,-
DU CLAVIER PHARMACIE,12769,LES PHARMACIENS ASSOCIES (LPA) - ASTERA,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 89 24 61,Clavier,47250,BOUGLON,-
DU COUCHANT PHARMACIE,8772,PHARMAVIE,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 67 56 06 51,603 AV. DU MARECHAL LATTRE TASSIGNY,34280,LA GRANDE MOTTE,-
DU CYGNE PHARMACIE,4890,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 87 98 07 68,"2, rue Sainte Croix",57200,SARREGUEMINES,-
DU DELTA PHARMACIE SORTIE SILVERPILL 10-2023,2587,COS,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 56 22 69 35,64 rue Boulange,33470,LE TEICH,-
DU DOME PHARMACIE,13342,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 91 49 33 83,"4, avenue de Saint-Just",13004,MARSEILLE 04,-
DU DRAPEAU PHARMACIE,8095,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 64 00 26,44 AVENUE PIERRE MENDES FRANCE,79200,PARTHENAY,X
DU FAUBOURG PHARMACIE,17627,GIPHAR,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 81 91 08 58,89 Fbg de Besançon,25200,MONTBELIARD,-
DU FLIERS PHARMACIE,17423,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,03 21 84 23 32,305 ROUTE DE BERCK,62180,RANG DU FLIERS,-
DU FLOREAL PHARMACIE,13023,PHARMACIE REFERENCE/PHR,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 47 00 22,131 Avenue Jean Jaurès,47000,AGEN,-
DU FOIRAIL PHARMACIE,6056,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 65 50 20 12,2 Avenue Julien Bailly,46100,FIGEAC,-
DU FORUM PHARMACIE,5489,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 79 72 86 49,35 Avenue Louis Domenget,73190,CHALLES LES EAUX,-
DU FRONTON PHARMACIE,8191,PHARMACORP,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 54 20 47,Le Bourg,64310,SARE,-
DU GABARN FAM,4515,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 39 18 82,Chemin de Laborde,64400,OLORON SAINTE MARIE,-
DU GOLFE (M. PERI ) PHARMACIE,2314,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 94 26 12 03,CAP Saint Cyr,83270,SAINT CYR SUR MER,-
DU GRAND LARGE PHARMACIE,9312,GIPHAR,Laurent DURIEUX,PHARMACIE,Val de Loire,05 46 37 83 65,Centre Commercial,17137,NIEUL SUR MER,-
DU GRAND NOBLE PHARMACIE - COMPTOIR ONLY,4213,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 71 26 18,14 place de Catalogne,31700,BLAGNAC,-
DU GRANDVAUX GIPHAR PHARMACIE,4853,GIPHAR,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 84 60 12 03,"39, rue du Coin d'Amont",39150,ST LAURENT EN GRANDVAUX,-
DU GRAVIER PHARMACIE,4898,,Herve QUELO,PHARMACIE,Centre Auvergne,04 71 48 22 38,29 rue Victor Hugo,15000,AURILLAC,X
DU GRIFFOUL PHARMACIE (ANC 3048),15904,UNIVERS PHARMACIE,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 63 57 02 25,11 rue Jean Jaurès,81600,GAILLAC,-
DU GUA PHARMACIE,17814,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 63 20 36,48 Rue Paul Lafargue,12110,AUBIN,-
DU HARAS PHARMACIE,9136,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 46 93 68 96,18 avenue Jourdain,17100,SAINTES,-
DU HAUT SALAT PHARMACIE,3557,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 66 80 46,lieudit ille moula,09140,OUST,-
DU JARDIN DES PLANTES PHARMACIE,16769,,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 72 58 45,1 PLACE DES MARTYRS DE LA,76300,SOTTEVILLE LES ROUEN,-
DU JURA EMS,10919,Fondation Saphir,Export,EMS,Export,0041 21 843 80 80,Chez Barrat 3,1338,BALLAIGUES,-
DU KIOSQUE PHARMACIE,6273,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 63 75 00 28,68 route de Blan,81700,PUYLAURENS,-
DU LAC PHARMACIE,3211,,Aurore Auffret,PHARMACIE,Bretagne,02 40 78 70 03,4 la chausse,44310,ST PHILBERT DE GRAND LIEU,-
DU LAC PHARMACIE,3395,LAFAYETTE,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 50 45 26 41,"15, rue de la Préfecture",74000,ANNECY,-
DU LARZAC PHARMACIE,1723,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 62 71 72,62 route Millau,12230,LA CAVALERIE,-
DU LEVANT PHARMACIE,5323,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 69 44 68,4 place Sagala,12450,LA PRIMAUBE,-
DU LITTORAL PHARMACIE,2427,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 57 70 70 29,49 avenue de la libération,33138,LANTON,-
DU LYS PHARMACIE - STRASBOURG,7137,GIROPHARM,Celine LUCION,PHARMACIE,Grand Nord-Est,03 88 34 03 30,"125, route du Polygone",67000,STRASBOURG,-
DU MAIL PHARMACIE,13883,,Aurore Auffret,PHARMACIE,Bretagne,02 99 59 10 76,34 Mail Francois Mitterand,35000,RENNES,-
DU MARCHE AUX TRUFFES PHARMACIE,10366,PHARMACORP,Laurent DURIEUX,PHARMACIE,Val de Loire,05 53 22 70 11,place Marché Truffes,24510,STE ALVERE,-
DU MARCHE PHARMACIE,2964,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 53 80 31 64,92 avenue Georges Pompidou,24700,MONTPON MENESTEROL,-
DU MARCHE PHARMACIE,3775,,Aurore Auffret,PHARMACIE,Bretagne,02 40 61 06 94,20 Boulevard de la République,44380,PORNICHET,-
DU MARCHE PHARMACIE,5230,GIPHAR,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 67 44 06 82,15 RUE DE LERGUE,34700,LODEVE,-
DU MARCHE PHARMACIE,15860,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 85 76 10 72,13 BIS ROUTE DE CHALON,71310,MERVANS,-
DU MARCHE PHARMACIE,14994,LEADER SANTE,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 42 58 30 14,5 COURS DE LA REPUBLIQUE,13120,GARDANNE,-
DU MARCHE PHARMACIE - COMPTOIR ONLY,3795,NEPENTHES,IDF,PHARMACIE,Ile de France,01 46 30 11 57,16 AVENUE DE LA LIBERATION,92350,LE PLESSIS ROBINSON,-
DU MARCHE PHARMACIE RPET (EX 2638 & 2647),14837,,Aurore Auffret,PHARMACIE,Bretagne,02 40 04 64 39,36 Rue de la jourdais,44640,LE PELLERIN,-
DU MARCHE PHIE,9738,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 67 73 80 20,4 RUE JEU DE BALLON,34190,GANGES,-
DU MARCHE PHIE (EX 9064),17588,GIROPHARM,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 90  95 20 55,141 PLACE DE LA MAIRIE,13440,CABANNES,-
DU MESNIL ROUX PHARMACIE,8131,,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 91 15 05,Centre Cormercial Mesnil,76360,BARENTIN,-
DU MONTCUCHET PHARMACIE,4616,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 79 56 35 10,Immeuble Le Montcuchet,73130,ST ETIENNE DE CUINES,-
DU MOULIN FOYER,10284,,Aurelien COURTOISIER,EMS,Centre-Est,04 50 81 27 10,300 DE MARCLAZ,74200,ALLINGES,-
DU MOULIN VERT PHARMACIE,13194,UNIPHARM Loire Ocean (Apsara),Aurore Auffret,PHARMACIE,Bretagne,02 98 55 39 44,28 Rue du Pontigou,29000,QUIMPER,-
DU PARC DE BECON PHARMACIE,16433,GIPHAR,IDF,PHARMACIE,Ile de France,01 43 33 19 47,124 BD SAINT DENIS,92400,COURBEVOIE,-
DU PARC MAS,6791,APAJH,Laurent DURIEUX,EMS,Val de Loire,05 49 20 01 10,22 ROUTE DE CHAUDET,86100,CHATELLERAULT,-
DU PARC PHARMACIE PAS DE FDP,1074,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 41 93 80 86,"18, Route d'Angers",49124,ST BARTHELEMY D'ANJOU,-
DU PAVE DE LILLE PHARMACIE,2425,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 20 72 70 27,7 Rue Léon Jouhaux,59290,WASQUEHAL,X
DU PEYROUAT PHARMACIE,9535,LEADER SANTE,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 58 46 49 93,377 avenue du Colonel KW Rozanoff,40000,MONT DE MARSAN,-
DU PONT CESARINE PHIE (REMISE SUR FACTURE DISTRIB),1775,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,03 21 28 06 83,1 rue Beaulieu Perelle,62300,LENS,-
DU PONT ROMAIN PHIE,3227,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 80 03 93,1A chemin du Chateau Fort,30250,SOMMIERES,-
DU PONT SAINT JEAN PHARMACIE,2827,,Niels COLLEU,PHARMACIE,Normandie,02 31 92 07 63,1 rue Saint Jean,14400,BAYEUX,-
DU PORT PHIE CANET,2872,PHARMACORP,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 68 80 57 16,"19, boulevard de la Jetée",66140,CANET EN ROUSSILLON,-
DU PROGRES PHARMACIE,0111,,Herve QUELO,PHARMACIE,Centre Auvergne,05 55 65 50 64,"1, Rue de Verdun",23110,EVAUX LES BAINS,-
DU REART PHARMACIE (COMPTOIR ONLY),14193,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 68 22 91 51,14 RUE RAMON LULL,66280,SALEILLES,-
DU ROND POINT PHARMACIE LAFAYETTE,12633,LAFAYETTE,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 70 07 76,16 avenue du Maréchal Leclerc,47300,VILLENEUVE SUR LOT,-
DU SAISON PHARMACIE,8012,PYRENEES PHARMA,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 28 52 33,Place Centrale,64470,TARDETS SORHOLUS,-
DU SALEVE PHARMACIE (RPET),8171,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 50 44 10 57,495 Route d'Annecy,74350,CRUSEILLES,-
DU SEGALA PHARMACIE,2154,,Dorian SANCHEZ,PHARMACIE,Sud-Est,05 65 74 01 29,16 avenue de Millau,12170,REQUISTA,-
DU SIECLE PHARMACIE ++ RPET,4780,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 80 41 14 31,"94, rue Monge",21000,DIJON,-
DU SOLEIL PHIE,10654,PHARMAVIE,IDF,PHARMACIE,Ile de France,01 39 85 00 77,3 rue Louison Bobet,95140,GARGES LES GONESSE,-
DU SOUBESTRE PHARMACIE,8196,LES PHARMACIENS ASSOCIES (LPA) - ASTERA,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 04 51 22,Route d'Arzacq,64410,ARZACQ ARRAZIGUET,-
DU STADE PHARMACIE,2507,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 95 20 48 70,1 A Chemin d'Acqualonga,20167,AJACCIO,X
DU STADE PHARMACIE,6648,GIPHAR,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 57 51 05 81,17 ave du Général de Gaulle,33500,LIBOURNE,X
DU TONKIN PHARMACIE,2185,GIPHAR,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 13 20 60,6 place Jules Gois,64140,BILLERE,-
DU TRINQUET PHARMACIE,9671,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 58 43 50 39,24 avenue du Centre,40150,SOORTS HOSSEGOR,-
DU TROCADERO PHARMACIE - COMPTOIR ONLY,1909,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 20 47 88 76,296 rue du Général de Gaulle,59370,MONS EN BAROEUL,-
DU VAL D'ADOUR PHARMACIE,6796,PHARMANITY.COM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 56 20 38,Avenue de Genevois,64240,URT,-
DU VAL DE L'EYRE PHARMACIE,15501,APRIUM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 56 88 40 36,23 rue du Château,33770,SALLES,-
DU VAL FLEURI MAS,17267,,Aurelien COURTOISIER,EMS,Centre-Est,03 84 82 02 41,5 rue Arthur Rimbaud,39100,DOLE,-
DU VAL FLEURI PHARMACIE RPET,2563,,Aurore Auffret,PHARMACIE,Bretagne,02 40 03 66 67,CC Val Fleuri,44450,LA CHAPELLE BASSE MER,-
DU VALGAUDEMAR PHIE,10329,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 92 55 21 80,101 RUE DU PONT DES RICHARDS,05800,ST FIRMIN,-
DU VALLON PHARMACIE,3754,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 78 64 20 60,"13, route de Lyon",69450,ST CYR AU MONT D'OR,-
DU VERNET PHARMACIE,13320,,Herve QUELO,PHARMACIE,Centre Auvergne,02 48 96 46 43,72 avenue du Général de Gaulle,18200,ST AMAND MONTROND,X
DU VIEUX LONS PHARMACIE,9170,LAFAYETTE,Aurelien COURTOISIER,PHARMACIE,Centre-Est,03 84 24 00 52,"35, rue du Commerce",39000,LONS LE SAUNIER,-
DU VIEUX TILLEULS PHARMACIE,1413,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 89 73 63 41,14 route du vin,68750,BERGHEIM,-
DU VIMEU VERT (CRETE) PHARMACIE RPET,9120,GIROPHARM,Celine LUCION,PHARMACIE,Grand Nord-Est,03 22 25 22 22,2 avenue François Mitterand,80140,OISEMONT,-
DUBAYLE PHARMACIE,0594,GIPHAR,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 29 60 63,"54, Rue Jean Lissar",64240,HASPARREN,-
DUBOIS PHARMACIE RPET 22 POUCES,6237,,Aurore Auffret,PHARMACIE,Bretagne,02 96 31 52 42,7 rue de la Libération,22550,HENANBIHEN,-
DULUCQ PHARMACIE,1966,PHARMANITY.COM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 62 31 96 23,Place Foirail,65700,CASTELNAU RIVIERE BASSE,-
DUNET SARAH CABINET INFIRMIERE,15022,,Caroline VILLEMUR,AMBULATOIRE,Sud-Ouest,07.61.90.39.42,17 place des Quinconces,33000,BORDEAUX,-
DUVEY PHARMACIE,0529,Unipharm Grand Ouest (apsara),Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 72 20 89,"154, Rue Saint Sever",76100,ROUEN,-
EAM CONSTANCIE APAJH,8248,APAJH,Caroline VILLEMUR,EMS,Sud-Ouest,05 63 37 05 67,,81230,LACAUNE,-
EAM LA TILLETTE FOYER,15641,,Aurelien COURTOISIER,EMS,Centre-Est,03 84 44 93 50,12 Route de la Marre,39570,Crançot,-
EAM LE VIADUC,9823,,Herve QUELO,EMS,Centre Auvergne,04 73 97 60 78,a l'attention de M. Benoit SIMON,63200,CHAMBARON SUR MORGE,-
EAM MARC GENTILINI,18608,LA CROIX ROUGE FRANCAISE,Aurore Auffret,EMS,Centre Auvergne,03 86 87 61 00,7 RUE DE RENVERS,89500,VILLENEUVE SUR YONNE,-
EAM MAS Althea,18375,,Celine LUCION,EMS,Grand Nord-Est,03 20 49 97 04,1 avenue Pasteur,59480,LA BASSEE,-
EAM MONSEJOUR,18219,Association des Paralysés de France,Caroline VILLEMUR,EMS,Sud-Ouest,05 56 12 16 16,28 Ter rue Delacroix,33000,BORDEAUX,-
EANM Hébergement semi-collectif LE CID,11099,,Herve QUELO,AMBULATOIRE,Centre Auvergne,,25 rue Le Cid,87280,LIMOGES,-
EANM Hébergement semi-colllectif résid'ance BERENICE,11100,,Herve QUELO,AMBULATOIRE,Centre Auvergne,05 55 35 90 17,Allées de Bérénice,87280,LIMOGES,-
EANM-Hébergement Collectif-Grévy,17488,,Herve QUELO,EMS,Centre Auvergne,05 55 35 10 51,2 Rue Jules Grévy,87350,PANAZOL,-
EANM-Hébergement Collectif-Panazol 1 DELTA PLUS,17486,,Herve QUELO,EMS,Centre Auvergne,05 55 30 06 43,Allée des sources,87350,PANAZOL,-
EANM-Hébergement Collectif-Panazol 2 DELTA PLUS,17487,,Herve QUELO,EMS,Centre Auvergne,05 55 30 06 43,Allée des sources,87350,PANAZOL,-
EEAP LA ROUSSILLE,14716,,Herve QUELO,EMS,Centre Auvergne,04 73 62 90 09,25 rue de la Roussille,63910,VERTAIZON,-
EHPAD DES COTEAUX,4743,,Herve QUELO,EMS,Centre Auvergne,04 70 56 77 77,14 rue des fosses,03450,EBREUIL,-
EHPAD DU PAYS DE COUSOLRE,3262,DOMIDEP,Celine LUCION,EMS,Grand Nord-Est,03 27 39 96 96,RUE MANDELI,59149,COUSOLRE,-
EHPAD GERARD DE BERNY,16322,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 44 43 20 40,48 RUE DU CHATEAU,60640,GUISCARD,-
EHPAD JEAN MEYRONNEINC,9466,,Herve QUELO,EMS,Centre Auvergne,04 71 60 13 56,"1, rue Saint Jacques",15100,ST FLOUR,-
EHPAD LA SERIGOULE,8362,,Herve QUELO,EMS,Centre Auvergne,04 71 59 81 85,Rue des Casernes,43190,TENCE,-
EHPAD LE CLOS D'EMISE (EX-PROMEDIK),9750,DOMIDEP,Laurent DURIEUX,EMS,Val de Loire,,6 Rue du Grand Clos,41300,SELLES ST DENIS,-
EHPAD LES COTEAUX DE L'YON,17718,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 51 46 79 80,7 rue de la liberté,85310,RIVES DE L'YON,-
EHPAD LES OLIVIERS,9626,,Herve QUELO,EMS,Centre Auvergne,04 73 16 30 60,11 Avenue de Clermont,63830,DURTOL,-
EHPAD LES PRES VERTS,6865,,Herve QUELO,EMS,Centre Auvergne,04 71 46 24 40,2 rue Henri Mondor,15250,REILHAC,-
EHPAD SAINT CORNEILLE,16264,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 44 40 64 70,10 rue saint nicolas,60410,VERBERIE,-
EHPAD SAINT-JOSEPH,8254,,Herve QUELO,EMS,Centre Auvergne,04 77 97 91 37,Le Bourg,42111,ST DIDIER SUR ROCHEFORT,-
EHPAD SAINT-JOSEPH GROUPE CITES CANTALIENNES DE L'AUTOMNE,9296,,Herve QUELO,EMS,Centre Auvergne,,6 Impasse Aristide Briand,15000,AURILLAC,X
EL ATTAR-PONS (ex DE L'EGLISE) PHARMACIE,4626,,Herve QUELO,PHARMACIE,Centre Auvergne,04 77 24 70 20,6 Rue des Tilleuls,42440,NOIRETABLE,-
ELAMILE PHARMACIE - PARTAGE 3 PHIES,6741,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 86 24 00 99,5 RUE ALFRED DE VIGNY,86100,CHATELLERAULT,-
EMS DU GRAND PRE,3988,,Export,EMS,Export,0041 21 620 03 80,Chemin du Grand Pré 2,1033,CHESEAUX-SUR-LAUSANNE,-
EMS LA CLAIRIERE,1855,,Export,EMS,Export,0041 22 950 80 00,"Route de Saint Cergue, 11",1295,MIES,-
EMS LA RESIDENCE,2535,,Export,EMS,Export,0041 244 928 000,Route du Pillon 161,1865,LES DIABLERETS,-
EMS LA RESIDENCE GRAND FONTAINE,3982,,Export,EMS,Export,0041 24 463 91 91,Route de l'Infirmierie 19,1880,BEX,-
EMS MONTCHOISI,14454,Fondation Saphir,Export,EMS,Export,+41 75 414 72 94,chemin du Suchet 12,1350,ORBE,-
EMS PRIMEROCHE LES LYS,1771,,Export,EMS,Export,00 41 21 54 55 621,Rue des Métiers 3,1008,PRILLY,-
ENGEL JEAN GEORGES PHIE - BOLLWILLER,9833,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 89 48 10 32,"11, rue de la Garre",68540,BOLLWILLER,-
EPAS ET FOYER DE VIE,9673,,Caroline VILLEMUR,EMS,Sud-Ouest,05 62 31 99 00,16 Rue de la Castelle,65700,CASTELNAU RIVIERE BASSE,-
EPINAC MAISON DE RETRAITE D',7072,,Aurelien COURTOISIER,EMS,Centre-Est,03 85 82 91 52,A/A de Madame POURPRIX Cadre de Sté,71360,EPINAC,-
EPONA PHARMACIE,3056,PHARMAVIE,Laurent DURIEUX,PHARMACIE,Val de Loire,05 45 21 70 26,419 rue de Genac,16170,ROUILLAC,-
EPSM BOIS GENTIL VALLON,17785,,Export,EMS,Export,,PLACE DU VALLON 1 A,1005,LAUSANNE,-
